"yrID","vesselID_randomized","div","cpue","rev","revDay","revDayKg","divZ","revZ","revDayZ","revDayKgZ"
2,459,0,83.3333333333333,785.788934402322,196.447233600581,2.35736680320697,-1.90278181788882,-0.0949126438105318,-0.207867667579487,0.32640000233973
2,459,0,26,269.161503220501,89.7205010735003,3.45078850282694,-1.90278181788882,-0.607229507944021,-0.580437209101605,0.802200766492606
2,459,0,10.58,68.0689142732757,17.0172285683189,1.60843370210954,-1.90278181788882,-0.806644247370951,-0.834235149533634,0.000502919882530992
2,459,0.470400931010091,9.33333333333333,74.4045435321118,24.8015145107039,2.65730512614685,-0.204618586762298,-0.800361480490427,-0.807061190620429,0.456917700409128
2,459,0.754462071974971,45.6,430.318020451019,107.579505112755,2.35919967352532,0.820851715650983,-0.447417626965606,-0.518093681951475,0.327197573028484
2,459,0.702843437138673,43.6,491.692531102102,163.897510367367,3.75911721026072,0.634506702405107,-0.386555204769862,-0.321494639702833,0.936369527418285
2,459,0.703448280792815,98.6666666666667,582.667990628355,145.666997657089,1.47635470598401,0.636690208402509,-0.296338814147759,-0.385135056694499,-0.0569710513281316
2,459,0.703777463008535,62,583.278981272151,145.819745318038,2.35193137609738,0.637878567307064,-0.295732921406198,-0.384601833905223,0.324034784626254
2,459,0.748427257958919,175.2,1987.92241059155,496.980602647888,2.83664727538749,0.79906583345313,1.0971906314304,0.84125636036395,0.534958159715152
2,459,0.715050873555942,176.333333333333,1199.89578709307,299.973946773267,1.70117550154972,0.678575959720579,0.315739039359671,0.153531010603156,0.040859370699162
3,459,0.663454769454081,216.666666666667,1578.99043397245,526.330144657485,2.42921605226532,0.492312283186152,0.691670646891142,0.943711904082812,0.357665092119506
3,459,0.562549550140353,90.3333333333333,633.185867939161,211.06195597972,2.33647921748768,0.128041037167605,-0.246242441163174,-0.156849517886885,0.317310801668113
3,459,0.710113569752626,290.666666666667,2087.24724061432,695.749080204774,2.3936321566678,0.66075212641802,1.19568672818517,1.53513200706407,0.342180814898082
3,459,0.784766129077213,83.3333333333333,350.787617643538,116.929205881179,1.40315047057415,0.930250384175051,-0.526284454606553,-0.485455057623902,-0.0888257613264279
3,459,0.720713043275646,108,542.512635623641,180.83754520788,1.67442171488778,0.699016583436507,-0.336159126257632,-0.262359117941242,0.0292175017458036
3,459,0.709761766603582,119,395.215072009773,131.738357336591,1.10704501963522,0.659482105180991,-0.482227688107964,-0.433758180586329,-0.217675591063246
3,459,0.68757599207729,44.1666666666667,506.450676724371,168.816892241457,3.82226925829714,0.579390710647156,-0.371920196194475,-0.304321698997121,0.963850043603386
3,459,0.498349784573145,20,144.263564585725,48.0878548619082,2.40439274309541,-0.103722282473521,-0.731085339818318,-0.725771517986867,0.346863267465805
3,459,0.642533427091851,32.7777777777778,584.273554906885,194.757851635628,5.94176496515476,0.416785531423438,-0.294746646162293,-0.213765086616265,1.88614532756574
3,459,0,46.3333333333333,234.139129969957,78.0463766566524,1.68445417244573,-1.90278181788882,-0.641959666188206,-0.621190102764433,0.0335831101602543
