"","SZ","unique.id","DATE.ym","year","FISHERMEN","DAYS.FISH","catch","income","income_raw","diesel_usd_cost","usd_rate","income_raw_usd","revenue","revenue_per_fisher_perday","revenue_per_fisher_perday_perkg","simpson.diversity","cpue"
"1","10","W-51-2008-02-15-1",2008-02-01,2008,3,3,285.333333333333,16180.610900392,12583.4716918579,100.125156445557,7.99,1574.90258971938,1474.77743327382,491.592477757941,1.72287083326381,0.739350623795031,285.333333333333
"2","10","W-51-2008-03-07-2",2008-03-01,2008,3,3,653.566666666667,33567.3504515743,26104.9355168552,313.28320802005,7.98,3271.29517755077,2958.01196953072,986.003989843574,1.50865097645266,0.704521226981126,653.566666666667
"3","10","W-51-2008-03-13-1",2008-03-01,2008,3,3,169.54,8690.38290137182,6770.4596703651,313.28320802005,7.98,848.428530120939,535.145322100889,178.38177403363,1.0521515514547,0.831279469506104,169.54
"4","10","W-51-2008-03-20-3",2008-03-01,2008,3,3,462.466666666667,25058.1433721153,19487.4247773852,313.28320802005,7.98,2442.03318012346,2128.74997210341,709.583324034471,1.53434479753742,0.826841421013802,462.466666666667
"5","10","W-51-2008-04-10-1",2008-04-01,2008,3,3,481.533333333333,26417.0230259912,20544.2095775669,314.103235263323,7.95916666666667,2581.2010776966,2267.09784243328,755.699280811094,1.56936026750192,0.794865771662538,481.533333333333
"6","10","W-51-2008-05-29-1",2008-05-01,2008,3,3,325.42,16278.697950952,12659.7528429008,313.741895001046,7.96833333333333,1588.75793887063,1275.01604386958,425.005347956527,1.30602098198183,0.753016613824011,325.42
"7","10","W-51-2008-06-06-1",2008-06-01,2008,3,3,161.656666666667,10203.2944743302,7934.9826759825,313.873195229127,7.965,996.23134663936,682.358151410232,227.452717136744,1.40701105513791,0.720719918541269,161.656666666667
"8","10","W-51-2008-09-20-1",2008-09-01,2008,3,3,487.666666666667,29195.6302372351,22705.0998802089,311.235605353252,8.0325,2826.65420232915,2515.4185969759,838.472865658632,1.71935652561579,0.622402992298258,487.666666666667
"9","10","W-51-2008-11-14-2",2008-11-01,2008,3,3,387.986666666667,23337.0816431009,18148.975216963,185.414091470952,13.4833333333333,1346.03030039281,1160.61620892185,386.872069640618,0.997127228531783,0.719676882855577,387.986666666667
"10","10","W-51-2008-12-05-2",2008-12-01,2008,3,3,149.023333333333,8598.7926140036,6687.18036102389,186.87707641196,16.0533333333333,416.560238435874,229.683162023914,76.5610540079712,0.513752123881973,0.712540303706564,149.023333333333
"11","10","W-51-2009-01-15-1",2009-01-01,2009,3,2,797.545,27494.4185422869,28171.849754015,94.0144155437167,15.955,1765.70665960608,1671.69224406236,557.230748020787,0.698682517000027,0.799606732323337,797.545
"12","10","W-51-2009-01-22-1",2009-01-01,2009,3,3,124.89,5067.97326400646,5192.84236294598,119.084926355374,15.955,325.468026508679,206.383100153305,68.7943667177683,0.550839672654082,0.487217974675847,124.89
"13","10","W-51-2009-02-06-2",2009-02-01,2009,3,2,599.625,17015.5724731135,17434.8168321451,116.39185257032,16.3241666666667,1068.03717385135,951.645321281033,317.215107093678,0.52902248420876,0.743961594708612,599.625
"14","10","W-51-2009-04-09-1",2009-04-01,2009,3,3,446.566666666667,19092.9668188282,19563.3958125408,130.974264705882,14.5066666666667,1348.57967457772,1217.60540987184,405.86846995728,0.908864230702276,0.745264461101654,446.566666666667
"15","10","W-51-2009-05-09-1",2009-05-01,2009,3,3,202.933333333333,9100.25753106685,9324.47752963952,216.437203150364,13.8608333333333,672.721279117864,456.2840759675,152.094691989167,0.749481070905881,0.66039668894218,202.933333333333
"16","10","W-51-2009-05-14-1",2009-05-01,2009,3,3,290.5,16967.1388299102,17385.1898390423,216.437203150364,13.8608333333333,1254.26728833348,1037.83008518312,345.943361727706,1.19085494570639,0.621799042371121,290.5
"17","10","W-51-2009-07-11-1",2009-07-01,2009,3,3,62.0666666666667,2771.33620514498,2839.61877823049,187.946372635008,13.3016666666667,213.478419613869,25.5320469788612,8.51068232628706,0.137121627168965,0.479241398908713,62.0666666666667
