"vesselID_randomized","DATE.ym","year","dmi","benso","month","cpue"
278,1990-03-01,1990,0.023,0.61,3,372.452222222222
278,1990-05-01,1990,-0.133,-0.29,5,204.29
278,1993-11-01,1993,0.116,0.24,11,433.923333333333
278,1994-03-01,1994,0.357,0.52,3,455.118333333333
278,1994-06-01,1994,0.632,0.83,6,294.87
278,1995-01-01,1995,0.316,0.84,1,181.19
278,1995-10-01,1995,0.02,-0.26,10,244.523333333333
278,1995-12-01,1995,0.32,0.01,12,192.526666666667
278,1996-09-01,1996,-0.318,-0.44,9,219.038333333333
278,1997-08-01,1997,0.93,2.48,8,309.02
278,2001-08-01,2001,0.001,0.51,8,148.65
278,2006-08-01,2006,0.523,1.02,8,182.3
278,2008-01-01,2008,0.303,-1.75,1,77.46
278,2014-12-01,2014,0.268,0.87,12,77.3333333333333
278,2015-01-01,2015,0.076,0.94,1,52.5714285714286
278,2015-02-01,2015,-0.163,0.14,2,69.8333333333333
278,2015-03-01,2015,-0.076,0.91,3,55
278,2015-04-01,2015,0.187,0.83,4,44.4833333333333
278,2015-05-01,2015,0.453,1.69,5,55.9285714285714
278,2015-06-01,2015,0.498,1.53,6,18.8333333333333
278,2015-07-01,2015,0.529,2.34,7,29
278,2015-09-01,2015,0.677,2.92,9,59.2857142857143
278,2015-10-01,2015,0.861,2.77,10,71.968253968254
278,2015-11-01,2015,0.602,1.99,11,43.8035714285714
278,2015-12-01,2015,0.492,1.91,12,32.3682983682984
278,2016-01-01,2016,0.438,2.96,1,95.2857142857143
278,2016-02-01,2016,0.069,3.05,2,89.9047619047619
278,2016-03-01,2016,0.161,1.23,3,57
278,2016-04-01,2016,0.341,1.78,4,110.833333333333
278,2016-05-01,2016,0.106,0.07,5,33.1666666666667
278,2016-06-01,2016,-0.227,-0.4,6,14.5714285714286
278,2016-07-01,2016,-0.433,-0.56,7,49.8571428571429
278,2016-09-01,2016,-0.046,-1.25,9,23
278,2016-11-01,2016,-0.089,-0.14,11,59.2222222222222
278,2016-12-01,2016,-0.072,-0.39,12,88.1666666666667
312,2003-04-01,2003,0.095,0.3,4,195.973333333333
312,2006-02-01,2006,-0.117,-0.31,2,92.0583333333333
312,2006-03-01,2006,-0.06,-1,3,42.5
312,2006-04-01,2006,0.181,-0.39,4,112.36875
312,2006-05-01,2006,0.005,0.63,5,50.2041666666667
312,2006-10-01,2006,0.948,1.26,10,20.975
312,2006-11-01,2006,0.763,0.57,11,127
312,2006-12-01,2006,0.395,0.9,12,207.333333333333
312,2008-01-01,2008,0.303,-1.75,1,253.12
312,2008-03-01,2008,0.269,-1.24,3,32
230,2006-02-01,2006,-0.117,-0.31,2,163.313428571429
230,2006-03-01,2006,-0.06,-1,3,177.224
230,2006-04-01,2006,0.181,-0.39,4,219.551666666667
224,1993-01-01,1993,-0.02,0.59,1,53.44
293,1990-01-01,1990,0.076,0.15,1,346.4175
293,1990-02-01,1990,-0.108,1.12,2,287.433333333333
293,1990-03-01,1990,0.023,0.61,3,378.8075
446,2014-12-01,2014,0.268,0.87,12,23.4428571428571
497,2003-04-01,2003,0.095,0.3,4,276.315833333333
497,2003-07-01,2003,0.438,0.23,7,150.796666666667
497,2003-11-01,2003,0.108,0.46,11,187.25
497,2006-10-01,2006,0.948,1.26,10,18.1666666666667
497,2007-09-01,2007,0.626,-0.63,9,51.915
497,2008-04-01,2008,0.042,-0.93,4,96.75
497,2010-04-01,2010,0.56,-0.14,4,55
497,2010-05-01,2010,0.183,-0.76,5,35.25
497,2010-12-01,2010,0.024,-2.99,12,14.5
497,2011-09-01,2011,0.589,-1.2,9,69.4016666666667
497,2011-11-01,2011,0.601,-1.4,11,100
497,2011-12-01,2011,0.099,-2.37,12,67.7333333333333
497,2012-01-01,2012,0.227,-1.3,1,49.372380952381
497,2012-02-01,2012,0.103,-0.84,2,44.5
497,2012-04-01,2012,-0.064,-0.08,4,45
497,2012-05-01,2012,-0.122,0.06,5,20
497,2012-08-01,2012,0.944,0.67,8,65.7616666666667
497,2012-10-01,2012,0.493,-0.05,10,11.6666666666667
497,2012-11-01,2012,0.169,0.03,11,56.9825
497,2012-12-01,2012,0.49,0.46,12,21.6666666666667
497,2013-01-01,2013,0.118,-0.13,1,108
497,2013-02-01,2013,0.375,-0.04,2,33.75
497,2013-03-01,2013,0.246,-1.11,3,46.25
497,2013-04-01,2013,-0.102,-0.13,4,43.7166666666667
497,2013-05-01,2013,-0.29,-0.74,5,46.2083333333333
497,2013-06-01,2013,-0.291,-0.78,6,36.575
497,2013-07-01,2013,0.122,-0.7,7,19.425
497,2013-08-01,2013,0.1,-0.32,8,33.6
497,2013-09-01,2013,0.085,-0.18,9,30.4
497,2013-10-01,2013,0.222,-0.14,10,32.6666666666667
497,2013-11-01,2013,0.462,-0.54,11,44.6666666666667
497,2013-12-01,2013,0.371,-0.01,12,141.25
497,2014-01-01,2014,0.089,-1.26,1,49.0122222222222
497,2014-02-01,2014,0.094,-0.37,2,67.75
497,2014-03-01,2014,0.014,0.54,3,50.8333333333333
497,2014-04-01,2014,0.136,-0.17,4,92.25
497,2014-05-01,2014,0.121,0.09,5,190
497,2014-06-01,2014,0.182,0.37,6,43.335
497,2014-09-01,2014,0.246,0.97,9,17.6666666666667
497,2014-10-01,2014,0.505,0.76,10,29.1666666666667
497,2014-11-01,2014,0.276,1.24,11,43
497,2014-12-01,2014,0.268,0.87,12,16
497,2015-01-01,2015,0.076,0.94,1,25.7211111111111
497,2015-02-01,2015,-0.163,0.14,2,17.4166666666667
497,2015-03-01,2015,-0.076,0.91,3,37.2777777777778
497,2015-04-01,2015,0.187,0.83,4,27.0783333333333
497,2015-06-01,2015,0.498,1.53,6,39.5
497,2015-07-01,2015,0.529,2.34,7,73.5
497,2015-10-01,2015,0.861,2.77,10,38
497,2015-11-01,2015,0.602,1.99,11,2.33333333333333
497,2015-12-01,2015,0.492,1.91,12,10.5
497,2016-03-01,2016,0.161,1.23,3,20
497,2016-12-01,2016,-0.072,-0.39,12,12.3333333333333
448,2005-10-01,2005,-0.052,-0.47,10,518
448,2006-11-01,2006,0.763,0.57,11,836
388,1990-04-01,1990,-0.189,0.32,4,135.914
388,1990-05-01,1990,-0.133,-0.29,5,340.908
388,1990-07-01,1990,0.059,0.03,7,218.735
388,1991-02-01,1991,0.077,0.23,2,228.12
388,1991-08-01,1991,0.346,0.82,8,79.405
388,1991-09-01,1991,0.48,1.02,9,67.5257142857143
388,1991-10-01,1991,0.339,1.28,10,185.565
388,1992-10-01,1992,-0.245,0.75,10,120.4
388,1992-11-01,1992,-0.126,0.36,11,222.536
388,1993-01-01,1993,-0.02,0.59,1,141.978571428571
388,1993-02-01,1993,0.211,0.74,2,98.21375
388,1993-03-01,1993,-0.136,0.81,3,80.38
388,1993-04-01,1993,0.009,1.71,4,109.96625
388,1993-05-01,1993,0.188,1.2,5,57.02625
388,1993-06-01,1993,0.1,1.39,6,49.42
388,1993-07-01,1993,0.152,0.94,7,67.09
388,1993-10-01,1993,0.22,0.96,10,116.93
388,1993-11-01,1993,0.116,0.24,11,112.16
388,1993-12-01,1993,0.019,0.12,12,146.5
388,1994-01-01,1994,0.203,0.16,1,125.03
388,1994-02-01,1994,0.037,-0.07,2,83.8
388,1994-03-01,1994,0.357,0.52,3,40.8
388,1994-07-01,1994,0.852,1.11,7,165.195
388,1994-09-01,1994,0.913,1.18,9,26.7
388,1994-11-01,1994,0.555,1.02,11,37.13
388,1995-01-01,1995,0.316,0.84,1,98.7
388,1995-03-01,1995,0.113,0.44,3,92.48
388,1995-04-01,1995,-0.024,0.96,4,366.38
388,1995-05-01,1995,-0.035,0.63,5,34.13
388,1995-07-01,1995,0.141,0,7,43
388,1995-09-01,1995,0.213,-0.42,9,64
388,1995-12-01,1995,0.32,0.01,12,31.75
388,1996-03-01,1996,0.087,-0.52,3,61.71
388,1996-04-01,1996,-0.166,-0.53,4,42
388,1996-07-01,1996,-0.33,-0.26,7,43.1
388,1996-10-01,1996,-0.72,-0.28,10,59.4
388,1997-01-01,1997,0.079,-0.3,1,252
388,1997-02-01,1997,0.257,-0.75,2,200.635
388,1997-03-01,1997,0.205,0.42,3,261.13
388,1997-06-01,1997,0.294,2.11,6,95
388,1997-07-01,1997,0.757,1.89,7,47.6
388,1998-04-01,1998,0.249,1.55,4,711.23
388,1998-05-01,1998,0.358,0.63,5,164.6
388,1998-07-01,1998,-0.062,-1.5,7,96.26
388,1998-09-01,1998,-0.09,-1.23,9,78.1233333333333
388,1999-01-01,1999,0.062,-1.7,1,161.2475
388,2000-01-01,2000,0.062,-1.26,1,74.67
388,2000-04-01,2000,0.345,-1.01,4,251.39
388,2000-09-01,2000,0.302,-0.72,9,20.6
388,2000-10-01,2000,0.237,-0.9,10,518.4
388,2000-11-01,2000,-0.032,-1.4,11,247.045
388,2001-05-01,2001,0.353,0.36,5,256
388,2005-09-01,2005,-0.142,-0.14,9,204.6
388,2008-04-01,2008,0.042,-0.93,4,198
388,2008-09-01,2008,0.477,-0.8,9,230.4
388,2008-12-01,2008,0.176,-1.07,12,78.92
388,2009-01-01,2009,0.218,-1.32,1,56.81
388,2016-02-01,2016,0.069,3.05,2,78.1
388,2016-03-01,2016,0.161,1.23,3,33.54
388,2016-04-01,2016,0.341,1.78,4,58
388,2016-05-01,2016,0.106,0.07,5,70
388,2016-11-01,2016,-0.089,-0.14,11,83.3333333333333
432,2002-11-01,2002,0.362,1.2,11,123.38
432,2006-01-01,2006,0.055,-1.22,1,110.126666666667
432,2006-05-01,2006,0.005,0.63,5,250.1675
432,2006-06-01,2006,0.148,0.48,6,321.4
432,2006-07-01,2006,0.346,0.64,7,150.381428571429
432,2006-08-01,2006,0.523,1.02,8,148.2
432,2006-09-01,2006,0.809,0.86,9,182.566666666667
432,2006-10-01,2006,0.948,1.26,10,233.755
432,2006-11-01,2006,0.763,0.57,11,513.0925
432,2006-12-01,2006,0.395,0.9,12,271.6
432,2007-01-01,2007,0.402,0.88,1,591.568
432,2007-03-01,2007,0.276,0.15,3,469.266666666667
432,2007-04-01,2007,0.291,0.26,4,138.29
432,2007-05-01,2007,0.485,0.15,5,29.645
432,2007-06-01,2007,0.242,-0.07,6,120.336
432,2007-07-01,2007,0.36,0.06,7,191.59
432,2007-08-01,2007,0.536,-0.48,8,306.976666666667
432,2007-10-01,2007,0.454,-1.14,10,319.255
432,2007-12-01,2007,0.006,-1.6,12,339.512
432,2008-01-01,2008,0.303,-1.75,1,255.1325
432,2008-02-01,2008,0.115,-2.52,2,122.63
432,2008-03-01,2008,0.269,-1.24,3,274.98
432,2008-04-01,2008,0.042,-0.93,4,132.53
432,2008-05-01,2008,0.397,-0.27,5,1173.88
432,2008-06-01,2008,0.424,-0.46,6,143.9
432,2008-07-01,2008,0.553,0.02,7,304.4
432,2008-08-01,2008,0.42,-0.35,8,136.1
432,2008-09-01,2008,0.477,-0.8,9,223.1575
432,2008-10-01,2008,0.413,-0.82,10,288.423333333333
432,2009-01-01,2009,0.218,-1.32,1,98.44
432,2009-02-01,2009,0.35,-1.95,2,373.4
432,2009-03-01,2009,0.264,-0.3,3,389
432,2009-04-01,2009,0.319,-0.54,4,377.05
432,2009-05-01,2009,0.471,0.68,5,322.6
432,2009-06-01,2009,0.305,0.64,6,271.515
432,2009-07-01,2009,0.115,0.63,7,199.885
432,2009-08-01,2009,0.196,1.02,8,125.06
432,2009-10-01,2009,0.364,1.83,10,72.2
432,2009-11-01,2009,0.192,1.51,11,96.33
432,2009-12-01,2009,0.384,1.73,12,458.7
432,2010-01-01,2010,0.473,1.62,1,853.6
432,2010-02-01,2010,0.211,1.94,2,81.63
432,2010-03-01,2010,0.628,1.21,3,474.485
432,2010-04-01,2010,0.56,-0.14,4,183.206666666667
432,2010-05-01,2010,0.183,-0.76,5,239.885
432,2010-06-01,2010,0.065,-0.69,6,762.5925
432,2010-07-01,2010,0.308,-2.17,7,142.2
432,2010-09-01,2010,0.126,-2.76,9,522.656666666667
432,2010-10-01,2010,-0.053,-2.35,10,294.67
432,2010-11-01,2010,-0.213,-1.83,11,279.8125
432,2010-12-01,2010,0.024,-2.99,12,179.96
432,2011-02-01,2011,0.421,-3.07,2,168.5
432,2011-03-01,2011,0.538,-2.34,3,66.07
432,2011-04-01,2011,0.352,-1.69,4,161.346666666667
432,2011-06-01,2011,0.261,-0.23,6,660.65
432,2011-07-01,2011,0.533,-0.81,7,583.632
432,2011-09-01,2011,0.589,-1.2,9,46.93
432,2011-10-01,2011,0.737,-1.13,10,154.04
432,2011-11-01,2011,0.601,-1.4,11,228.025
432,2012-02-01,2012,0.103,-0.84,2,19.865
432,2012-03-01,2012,0.196,-0.85,3,42.665
432,2012-04-01,2012,-0.064,-0.08,4,113.65
432,2012-05-01,2012,-0.122,0.06,5,118.133333333333
432,2012-09-01,2012,0.842,0.24,9,178.935
432,2012-10-01,2012,0.493,-0.05,10,223.2
432,2012-11-01,2012,0.169,0.03,11,205.925
432,2012-12-01,2012,0.49,0.46,12,304.84
432,2013-01-01,2013,0.118,-0.13,1,56.635
432,2013-05-01,2013,-0.29,-0.74,5,423.113333333333
432,2013-06-01,2013,-0.291,-0.78,6,231.472727272727
432,2013-07-01,2013,0.122,-0.7,7,230.53
432,2013-08-01,2013,0.1,-0.32,8,166.42
432,2013-09-01,2013,0.085,-0.18,9,226.706666666667
432,2013-10-01,2013,0.222,-0.14,10,165.663
432,2013-11-01,2013,0.462,-0.54,11,46.3375
432,2013-12-01,2013,0.371,-0.01,12,64.218
432,2014-01-01,2014,0.089,-1.26,1,306.952857142857
432,2014-03-01,2014,0.014,0.54,3,162.6
432,2014-04-01,2014,0.136,-0.17,4,110.36
432,2014-05-01,2014,0.121,0.09,5,175.868333333333
432,2014-06-01,2014,0.182,0.37,6,145.544285714286
432,2014-07-01,2014,-0.05,0.42,7,264.295
432,2014-08-01,2014,-0.075,0.7,8,289
432,2014-09-01,2014,0.246,0.97,9,345
432,2014-10-01,2014,0.505,0.76,10,175.234285714286
432,2014-11-01,2014,0.276,1.24,11,132.158
432,2014-12-01,2014,0.268,0.87,12,102.95
432,2015-01-01,2015,0.076,0.94,1,132.373333333333
432,2015-02-01,2015,-0.163,0.14,2,530.62
432,2015-03-01,2015,-0.076,0.91,3,182.026666666667
432,2015-05-01,2015,0.453,1.69,5,179.985
432,2015-06-01,2015,0.498,1.53,6,571.3375
432,2015-07-01,2015,0.529,2.34,7,132.812
432,2015-08-01,2015,0.859,2.6,8,104.285
432,2015-09-01,2015,0.677,2.92,9,93.32
432,2015-10-01,2015,0.861,2.77,10,265.506666666667
432,2015-11-01,2015,0.602,1.99,11,208.172857142857
432,2016-01-01,2016,0.438,2.96,1,323.7725
432,2016-02-01,2016,0.069,3.05,2,206.863636363636
432,2016-03-01,2016,0.161,1.23,3,143.214615384615
432,2016-04-01,2016,0.341,1.78,4,267.545
432,2016-05-01,2016,0.106,0.07,5,244.532
432,2016-06-01,2016,-0.227,-0.4,6,405.04
432,2016-07-01,2016,-0.433,-0.56,7,90.028
432,2016-09-01,2016,-0.046,-1.25,9,40.4
432,2016-11-01,2016,-0.089,-0.14,11,133.841666666667
432,2016-12-01,2016,-0.072,-0.39,12,61.5866666666667
277,2014-04-01,2014,0.136,-0.17,4,118.75
489,1990-01-01,1990,0.076,0.15,1,29.96
489,1990-02-01,1990,-0.108,1.12,2,132.26
489,1990-03-01,1990,0.023,0.61,3,114.55
489,1990-04-01,1990,-0.189,0.32,4,141.659285714286
489,1990-05-01,1990,-0.133,-0.29,5,67.09625
489,1990-06-01,1990,-0.358,0.12,6,108.26875
489,1990-07-01,1990,0.059,0.03,7,141.324285714286
489,1990-08-01,1990,-0.092,0.47,8,140.168
489,1990-09-01,1990,0.207,0.55,9,84.5053846153846
489,1990-10-01,1990,0.038,0.17,10,90.7591666666667
489,1990-11-01,1990,0.177,0.4,11,69.1109090909091
489,1990-12-01,1990,0.231,0.4,12,71.583
489,1991-01-01,1991,0.24,0.12,1,152.791333333333
489,1991-02-01,1991,0.077,0.23,2,107.597692307692
489,1991-03-01,1991,0.123,0.64,3,131.954615384615
489,1991-04-01,1991,0.476,0.86,4,127.355555555556
489,1991-06-01,1991,0.463,0.94,6,171.5675
489,1991-07-01,1991,0.568,0.71,7,80.0293333333333
489,1991-08-01,1991,0.346,0.82,8,105.4925
489,1991-09-01,1991,0.48,1.02,9,102.795
489,1991-10-01,1991,0.339,1.28,10,127.166315789474
489,1992-10-01,1992,-0.245,0.75,10,104.682666666667
489,1993-01-01,1993,-0.02,0.59,1,77.062
489,1993-02-01,1993,0.211,0.74,2,155.7925
489,1993-03-01,1993,-0.136,0.81,3,137.471
489,1993-04-01,1993,0.009,1.71,4,115.022
489,1993-05-01,1993,0.188,1.2,5,76.83875
489,1993-06-01,1993,0.1,1.39,6,96.0214285714286
489,1993-07-01,1993,0.152,0.94,7,104.261666666667
489,1993-08-01,1993,-0.013,0.92,8,132.1
489,1993-09-01,1993,0.215,0.65,9,81.8463636363636
489,1993-10-01,1993,0.22,0.96,10,64.3611764705882
489,1993-11-01,1993,0.116,0.24,11,57.623
489,1993-12-01,1993,0.019,0.12,12,87.1775
489,1994-01-01,1994,0.203,0.16,1,105.764615384615
489,1994-02-01,1994,0.037,-0.07,2,61.7807692307692
489,1994-03-01,1994,0.357,0.52,3,47.6161111111111
489,1994-04-01,1994,0.533,1.1,4,82.8207692307692
489,1994-05-01,1994,0.748,0.89,5,70.1566666666667
489,1994-06-01,1994,0.632,0.83,6,77.9076923076923
489,1994-07-01,1994,0.852,1.11,7,45.4436363636364
489,1994-08-01,1994,1.093,1.33,8,79.79
489,1994-09-01,1994,0.913,1.18,9,57.246
489,1994-10-01,1994,1.073,1.29,10,102.888181818182
489,1994-11-01,1994,0.555,1.02,11,62.898
489,1994-12-01,1994,0.49,1.33,12,60.9186666666667
489,1995-07-01,1995,0.141,0,7,92.47
489,1995-09-01,1995,0.213,-0.42,9,109.693333333333
489,1995-10-01,1995,0.02,-0.26,10,91.9
489,1995-11-01,1995,-0.018,-0.38,11,57.5088888888889
489,1995-12-01,1995,0.32,0.01,12,55.0372727272727
489,1996-01-01,1996,0.16,-0.66,1,107.5675
489,1996-07-01,1996,-0.33,-0.26,7,56.866
489,1996-08-01,1996,-0.378,-0.35,8,64.8653846153846
489,1996-09-01,1996,-0.318,-0.44,9,81.868
188,2010-05-01,2010,0.183,-0.76,5,255.333333333333
188,2010-07-01,2010,0.308,-2.17,7,357
188,2011-08-01,2011,0.646,-0.77,8,241
188,2011-09-01,2011,0.589,-1.2,9,222
188,2011-10-01,2011,0.737,-1.13,10,133
188,2011-12-01,2011,0.099,-2.37,12,102.666666666667
188,2012-01-01,2012,0.227,-1.3,1,228.666666666667
188,2012-02-01,2012,0.103,-0.84,2,139.166666666667
188,2012-04-01,2012,-0.064,-0.08,4,230.333333333333
188,2012-07-01,2012,0.856,0.62,7,163
188,2012-08-01,2012,0.944,0.67,8,33.3333333333333
188,2013-04-01,2013,-0.102,-0.13,4,506
188,2013-10-01,2013,0.222,-0.14,10,140.3
188,2013-12-01,2013,0.371,-0.01,12,709
188,2014-01-01,2014,0.089,-1.26,1,151.083333333333
188,2014-02-01,2014,0.094,-0.37,2,344
188,2014-03-01,2014,0.014,0.54,3,268.5
188,2014-05-01,2014,0.121,0.09,5,792
188,2014-07-01,2014,-0.05,0.42,7,315.833333333333
188,2014-11-01,2014,0.276,1.24,11,230
188,2014-12-01,2014,0.268,0.87,12,607
188,2015-07-01,2015,0.529,2.34,7,288.666666666667
188,2015-08-01,2015,0.859,2.6,8,300
47,1996-02-01,1996,0.155,-0.39,2,76.2
324,1993-05-01,1993,0.188,1.2,5,1321.22
324,1993-11-01,1993,0.116,0.24,11,360.81
324,1994-02-01,1994,0.037,-0.07,2,486.535
324,1994-03-01,1994,0.357,0.52,3,419.643333333333
324,1994-04-01,1994,0.533,1.1,4,287.813333333333
324,1994-09-01,1994,0.913,1.18,9,149.4
324,1994-12-01,1994,0.49,1.33,12,237.856666666667
324,1995-06-01,1995,0.132,0.28,6,267.513333333333
324,1995-08-01,1995,0.157,-0.2,8,209.859166666667
324,1995-09-01,1995,0.213,-0.42,9,195.832222222222
324,1995-10-01,1995,0.02,-0.26,10,194.133333333333
324,1995-11-01,1995,-0.018,-0.38,11,182.096666666667
324,1996-02-01,1996,0.155,-0.39,2,134.353333333333
324,1996-04-01,1996,-0.166,-0.53,4,370.99
324,1997-05-01,1997,0.243,2.1,5,127.715
324,1997-11-01,1997,1.537,1.92,11,133.416666666667
324,1998-01-01,1998,0.696,2.73,1,227.63
324,1998-02-01,1998,0.605,2.61,2,206.916666666667
324,1998-05-01,1998,0.358,0.63,5,270.38
324,1998-06-01,1998,0.361,-0.95,6,102.35
324,1998-07-01,1998,-0.062,-1.5,7,87.9122222222222
324,2000-11-01,2000,-0.032,-1.4,11,289.04
324,2001-03-01,2001,0.15,-0.46,3,97.8888888888889
324,2001-06-01,2001,0.337,0.13,6,192.243333333333
324,2004-10-01,2004,0.375,0.56,10,164.698412698413
324,2004-11-01,2004,0.108,0.85,11,109.25
324,2005-02-01,2005,-0.374,2.23,2,202
324,2005-03-01,2005,-0.268,0.33,3,191.268888888889
324,2005-05-01,2005,0.183,1.08,5,410.7
324,2005-07-01,2005,-0.071,0.35,7,189.5
324,2005-09-01,2005,-0.142,-0.14,9,55.25
324,2006-01-01,2006,0.055,-1.22,1,30.9333333333333
324,2006-03-01,2006,-0.06,-1,3,183.145
324,2006-04-01,2006,0.181,-0.39,4,150.486111111111
324,2006-05-01,2006,0.005,0.63,5,119.283333333333
324,2006-06-01,2006,0.148,0.48,6,110.958333333333
324,2006-07-01,2006,0.346,0.64,7,51.8066666666667
324,2006-08-01,2006,0.523,1.02,8,137.088333333333
324,2006-09-01,2006,0.809,0.86,9,77.6666666666667
324,2006-10-01,2006,0.948,1.26,10,65
324,2006-11-01,2006,0.763,0.57,11,127.333333333333
324,2006-12-01,2006,0.395,0.9,12,96.7666666666667
324,2007-01-01,2007,0.402,0.88,1,136.87
324,2007-02-01,2007,0.333,0.3,2,145.228333333333
324,2007-03-01,2007,0.276,0.15,3,198.755555555556
324,2007-05-01,2007,0.485,0.15,5,120.75
324,2007-09-01,2007,0.626,-0.63,9,213.333333333333
324,2007-10-01,2007,0.454,-1.14,10,225.958333333333
324,2007-11-01,2007,0.25,-1.23,11,385.5
324,2008-01-01,2008,0.303,-1.75,1,126.291666666667
324,2008-03-01,2008,0.269,-1.24,3,237
324,2008-04-01,2008,0.042,-0.93,4,199.777777777778
324,2008-05-01,2008,0.397,-0.27,5,93.1666666666667
324,2008-06-01,2008,0.424,-0.46,6,60.9
324,2008-09-01,2008,0.477,-0.8,9,165.75
324,2008-10-01,2008,0.413,-0.82,10,224.333333333333
324,2008-11-01,2008,0.148,-0.89,11,84.2
324,2009-01-01,2009,0.218,-1.32,1,90.3333333333333
324,2009-02-01,2009,0.35,-1.95,2,112.333333333333
324,2009-03-01,2009,0.264,-0.3,3,200.291666666667
324,2009-04-01,2009,0.319,-0.54,4,147.6
324,2009-05-01,2009,0.471,0.68,5,172
324,2009-08-01,2009,0.196,1.02,8,49.6666666666667
324,2009-09-01,2009,0.282,0.35,9,84.8
324,2009-10-01,2009,0.364,1.83,10,87.1666666666667
324,2009-11-01,2009,0.192,1.51,11,56.2
324,2009-12-01,2009,0.384,1.73,12,71.0238095238095
324,2010-01-01,2010,0.473,1.62,1,54
324,2010-02-01,2010,0.211,1.94,2,174.2
324,2010-03-01,2010,0.628,1.21,3,120.583333333333
324,2010-04-01,2010,0.56,-0.14,4,115.777777777778
324,2010-07-01,2010,0.308,-2.17,7,32.3333333333333
324,2010-08-01,2010,0.244,-2.33,8,29.8
324,2010-10-01,2010,-0.053,-2.35,10,66.7
324,2010-11-01,2010,-0.213,-1.83,11,91.2875
324,2010-12-01,2010,0.024,-2.99,12,72.3333333333333
324,2011-01-01,2011,0.373,-2.46,1,79.6666666666667
324,2011-02-01,2011,0.421,-3.07,2,22.4583333333333
324,2011-03-01,2011,0.538,-2.34,3,35.1111111111111
324,2011-06-01,2011,0.261,-0.23,6,24
324,2011-08-01,2011,0.646,-0.77,8,53.75
324,2011-09-01,2011,0.589,-1.2,9,103.8
324,2011-10-01,2011,0.737,-1.13,10,175.8
324,2011-11-01,2011,0.601,-1.4,11,87.1428571428571
324,2011-12-01,2011,0.099,-2.37,12,5.71428571428571
324,2012-01-01,2012,0.227,-1.3,1,28.95
324,2012-03-01,2012,0.196,-0.85,3,132
116,1990-07-01,1990,0.059,0.03,7,103.153333333333
116,1993-02-01,1993,0.211,0.74,2,55.565
116,1993-03-01,1993,-0.136,0.81,3,19.8666666666667
116,1995-11-01,1995,-0.018,-0.38,11,157.416666666667
116,2002-04-01,2002,-0.156,0.4,4,69.3
116,2005-04-01,2005,0.278,0.72,4,211.333333333333
116,2005-05-01,2005,0.183,1.08,5,115
116,2005-07-01,2005,-0.071,0.35,7,103.835
116,2014-11-01,2014,0.276,1.24,11,55.8333333333333
116,2015-01-01,2015,0.076,0.94,1,23.5833333333333
116,2015-03-01,2015,-0.076,0.91,3,69.5
116,2015-04-01,2015,0.187,0.83,4,37.6
82,1994-10-01,1994,1.073,1.29,10,126.52
103,2002-04-01,2002,-0.156,0.4,4,54.41
329,2011-08-01,2011,0.646,-0.77,8,86.2
5,2000-05-01,2000,0.332,-0.58,5,242.775
5,2000-11-01,2000,-0.032,-1.4,11,191.615
5,2000-12-01,2000,-0.014,-0.78,12,63
5,2001-01-01,2001,-0.245,-0.87,1,66.075
5,2001-02-01,2001,0.165,-1.15,2,44.3636363636364
5,2001-04-01,2001,0.334,-0.09,4,74.6
5,2001-06-01,2001,0.337,0.13,6,10
5,2001-07-01,2001,0.173,0.44,7,208.495
5,2001-11-01,2001,0.03,-0.4,11,248.923333333333
5,2001-12-01,2001,0.174,0.41,12,97.8766666666667
5,2002-02-01,2002,0.089,-0.33,2,233.075
5,2002-03-01,2002,0.173,0.44,3,170.39
5,2002-04-01,2002,-0.156,0.4,4,179.583333333333
5,2002-06-01,2002,0.022,0.99,6,47.055
5,2002-12-01,2002,0.068,1.48,12,190.875
5,2004-04-01,2004,0.116,0.65,4,74
5,2005-02-01,2005,-0.374,2.23,2,88.96
5,2005-07-01,2005,-0.071,0.35,7,8.755
5,2005-11-01,2005,0,0.04,11,601.52
5,2006-03-01,2006,-0.06,-1,3,84.5
5,2007-03-01,2007,0.276,0.15,3,107.1
5,2007-04-01,2007,0.291,0.26,4,243
5,2007-08-01,2007,0.536,-0.48,8,44
5,2007-10-01,2007,0.454,-1.14,10,138.61
5,2007-11-01,2007,0.25,-1.23,11,180.0075
5,2008-01-01,2008,0.303,-1.75,1,242.05
5,2008-03-01,2008,0.269,-1.24,3,148.2325
5,2008-04-01,2008,0.042,-0.93,4,34
5,2008-05-01,2008,0.397,-0.27,5,485.2
5,2008-08-01,2008,0.42,-0.35,8,141.186666666667
5,2008-09-01,2008,0.477,-0.8,9,142.88
5,2009-01-01,2009,0.218,-1.32,1,170
5,2009-02-01,2009,0.35,-1.95,2,272.6
5,2009-05-01,2009,0.471,0.68,5,216.333333333333
5,2009-06-01,2009,0.305,0.64,6,167.38
5,2009-07-01,2009,0.115,0.63,7,143.695
5,2009-08-01,2009,0.196,1.02,8,76.855
5,2009-09-01,2009,0.282,0.35,9,43.275
5,2009-10-01,2009,0.364,1.83,10,59.875
5,2009-11-01,2009,0.192,1.51,11,119.333333333333
5,2009-12-01,2009,0.384,1.73,12,68.4375
5,2010-02-01,2010,0.211,1.94,2,53.2025
5,2010-03-01,2010,0.628,1.21,3,153.33375
5,2010-04-01,2010,0.56,-0.14,4,130.5075
5,2010-09-01,2010,0.126,-2.76,9,133.33
