"vesselID_randomized","DATE.ym","year","dmi","benso","month","cpue"
440,2008-02-01,2008,0.115,-2.52,2,90.3333333333333
440,2008-03-01,2008,0.269,-1.24,3,290.666666666667
440,2008-04-01,2008,0.042,-0.93,4,83.3333333333333
440,2008-05-01,2008,0.397,-0.27,5,113.5
440,2008-06-01,2008,0.424,-0.46,6,44.1666666666667
440,2008-07-01,2008,0.553,0.02,7,26.3888888888889
440,2008-08-01,2008,0.42,-0.35,8,46.3333333333333
440,2008-09-01,2008,0.477,-0.8,9,63.75
440,2008-10-01,2008,0.413,-0.82,10,70
440,2008-11-01,2008,0.148,-0.89,11,180.266666666667
440,2009-01-01,2009,0.218,-1.32,1,198.6
440,2009-02-01,2009,0.35,-1.95,2,437.333333333333
440,2009-03-01,2009,0.264,-0.3,3,136.583333333333
440,2009-04-01,2009,0.319,-0.54,4,195.175
440,2009-05-01,2009,0.471,0.68,5,69.8944444444444
440,2009-06-01,2009,0.305,0.64,6,30.1428571428571
440,2009-07-01,2009,0.115,0.63,7,25.6666666666667
440,2009-08-01,2009,0.196,1.02,8,43.3
440,2009-09-01,2009,0.282,0.35,9,191.666666666667
440,2009-10-01,2009,0.364,1.83,10,68.25
440,2009-11-01,2009,0.192,1.51,11,57.125
440,2009-12-01,2009,0.384,1.73,12,48.9444444444444
440,2010-01-01,2010,0.473,1.62,1,63.3238095238095
440,2010-02-01,2010,0.211,1.94,2,21.2857142857143
440,2010-03-01,2010,0.628,1.21,3,135.555555555556
440,2010-04-01,2010,0.56,-0.14,4,92.15
440,2014-06-01,2014,0.182,0.37,6,130.135
440,2014-10-01,2014,0.505,0.76,10,158.976666666667
440,2015-05-01,2015,0.453,1.69,5,123.07
178,2006-04-01,2006,0.181,-0.39,4,353.2
178,2007-03-01,2007,0.276,0.15,3,138.407142857143
178,2007-05-01,2007,0.485,0.15,5,65.125
178,2007-06-01,2007,0.242,-0.07,6,61
178,2007-07-01,2007,0.36,0.06,7,86.4253968253968
178,2007-08-01,2007,0.536,-0.48,8,171.4
178,2007-09-01,2007,0.626,-0.63,9,151.5
178,2007-10-01,2007,0.454,-1.14,10,185.45
178,2007-11-01,2007,0.25,-1.23,11,366.3
178,2008-01-01,2008,0.303,-1.75,1,137.833333333333
178,2008-02-01,2008,0.115,-2.52,2,179
178,2008-03-01,2008,0.269,-1.24,3,130.666666666667
178,2008-04-01,2008,0.042,-0.93,4,252.666666666667
178,2008-05-01,2008,0.397,-0.27,5,188.75
178,2008-06-01,2008,0.424,-0.46,6,272.4
178,2008-09-01,2008,0.477,-0.8,9,175.333333333333
178,2008-10-01,2008,0.413,-0.82,10,129.375
178,2008-11-01,2008,0.148,-0.89,11,178.416666666667
178,2009-01-01,2009,0.218,-1.32,1,180.475
178,2009-02-01,2009,0.35,-1.95,2,107.944444444444
178,2009-03-01,2009,0.264,-0.3,3,107
178,2009-05-01,2009,0.471,0.68,5,64.125
178,2009-06-01,2009,0.305,0.64,6,104.555555555556
178,2009-10-01,2009,0.364,1.83,10,107.940476190476
178,2009-11-01,2009,0.192,1.51,11,34.5
178,2010-01-01,2010,0.473,1.62,1,82.25
178,2010-02-01,2010,0.211,1.94,2,180
178,2010-03-01,2010,0.628,1.21,3,40.6666666666667
178,2010-05-01,2010,0.183,-0.76,5,875.73
178,2010-06-01,2010,0.065,-0.69,6,117.683333333333
178,2010-11-01,2010,-0.213,-1.83,11,383.2
178,2011-02-01,2011,0.421,-3.07,2,167.48
178,2011-03-01,2011,0.538,-2.34,3,633.51
178,2011-11-01,2011,0.601,-1.4,11,90
178,2011-12-01,2011,0.099,-2.37,12,111.695
178,2012-04-01,2012,-0.064,-0.08,4,53
178,2013-10-01,2013,0.222,-0.14,10,36
178,2013-11-01,2013,0.462,-0.54,11,44.5416666666667
178,2013-12-01,2013,0.371,-0.01,12,62.9666666666667
178,2014-02-01,2014,0.094,-0.37,2,77.3333333333333
178,2014-03-01,2014,0.014,0.54,3,43.2
178,2014-04-01,2014,0.136,-0.17,4,99.6666666666667
178,2016-06-01,2016,-0.227,-0.4,6,49.665
178,2016-07-01,2016,-0.433,-0.56,7,195.17
352,2004-04-01,2004,0.116,0.65,4,186
352,2004-05-01,2004,-0.345,-0.12,5,551.7
352,2004-11-01,2004,0.108,0.85,11,136.25
352,2005-02-01,2005,-0.374,2.23,2,66.3333333333333
352,2005-12-01,2005,-0.065,-0.2,12,998.8
352,2008-01-01,2008,0.303,-1.75,1,176.333333333333
352,2008-07-01,2008,0.553,0.02,7,396
370,2003-08-01,2003,0.403,0.17,8,49.2
370,2008-02-01,2008,0.115,-2.52,2,285.333333333333
370,2008-03-01,2008,0.269,-1.24,3,428.524444444444
370,2008-04-01,2008,0.042,-0.93,4,481.533333333333
370,2008-05-01,2008,0.397,-0.27,5,325.42
370,2008-06-01,2008,0.424,-0.46,6,161.656666666667
370,2008-09-01,2008,0.477,-0.8,9,487.666666666667
370,2008-11-01,2008,0.148,-0.89,11,387.986666666667
370,2009-01-01,2009,0.218,-1.32,1,461.2175
370,2009-02-01,2009,0.35,-1.95,2,434.229166666667
370,2009-03-01,2009,0.264,-0.3,3,365.256666666667
370,2009-04-01,2009,0.319,-0.54,4,446.566666666667
370,2009-05-01,2009,0.471,0.68,5,246.716666666667
370,2009-07-01,2009,0.115,0.63,7,62.6833333333333
370,2011-12-01,2011,0.099,-2.37,12,38.6666666666667
370,2012-01-01,2012,0.227,-1.3,1,435.5
370,2012-02-01,2012,0.103,-0.84,2,160.75
370,2012-05-01,2012,-0.122,0.06,5,237
370,2012-06-01,2012,0.218,0.56,6,263.85
370,2012-07-01,2012,0.856,0.62,7,145.333333333333
370,2012-08-01,2012,0.944,0.67,8,63.3333333333333
370,2013-02-01,2013,0.375,-0.04,2,210.043333333333
370,2013-04-01,2013,-0.102,-0.13,4,256
370,2013-06-01,2013,-0.291,-0.78,6,116
370,2013-07-01,2013,0.122,-0.7,7,72.9666666666667
370,2013-08-01,2013,0.1,-0.32,8,88.4791666666667
370,2013-09-01,2013,0.085,-0.18,9,187.166666666667
370,2013-11-01,2013,0.462,-0.54,11,60.6666666666667
370,2014-01-01,2014,0.089,-1.26,1,137.2
370,2014-02-01,2014,0.094,-0.37,2,181
370,2014-04-01,2014,0.136,-0.17,4,143.401666666667
370,2014-05-01,2014,0.121,0.09,5,147.375
370,2014-06-01,2014,0.182,0.37,6,186
370,2014-09-01,2014,0.246,0.97,9,77.0833333333333
370,2014-11-01,2014,0.276,1.24,11,226.777777777778
370,2014-12-01,2014,0.268,0.87,12,126.916666666667
370,2015-02-01,2015,-0.163,0.14,2,122.233333333333
370,2015-03-01,2015,-0.076,0.91,3,164.5
370,2015-04-01,2015,0.187,0.83,4,235
370,2015-05-01,2015,0.453,1.69,5,145.666666666667
370,2015-07-01,2015,0.529,2.34,7,19.1666666666667
370,2015-09-01,2015,0.677,2.92,9,118
370,2015-10-01,2015,0.861,2.77,10,16.8333333333333
370,2015-11-01,2015,0.602,1.99,11,103
370,2016-01-01,2016,0.438,2.96,1,127.5
370,2016-02-01,2016,0.069,3.05,2,364.666666666667
370,2016-03-01,2016,0.161,1.23,3,202
370,2016-07-01,2016,-0.433,-0.56,7,71.4666666666667
370,2016-08-01,2016,-0.142,-0.93,8,24.3333333333333
370,2016-10-01,2016,0.02,-0.25,10,132.666666666667
370,2016-11-01,2016,-0.089,-0.14,11,260
141,2016-07-01,2016,-0.433,-0.56,7,722
221,2006-08-01,2006,0.523,1.02,8,435.91
221,2007-08-01,2007,0.536,-0.48,8,24.67
221,2008-05-01,2008,0.397,-0.27,5,22.276
221,2012-11-01,2012,0.169,0.03,11,69
478,1990-06-01,1990,-0.358,0.12,6,641.9
478,1990-07-01,1990,0.059,0.03,7,225.163333333333
478,1990-09-01,1990,0.207,0.55,9,323.6
478,1990-10-01,1990,0.038,0.17,10,16.8
478,1990-12-01,1990,0.231,0.4,12,293.53
478,1991-01-01,1991,0.24,0.12,1,324.613333333333
478,1991-02-01,1991,0.077,0.23,2,153.97
478,1991-04-01,1991,0.476,0.86,4,386.695
478,1991-07-01,1991,0.568,0.71,7,605.475
478,1991-08-01,1991,0.346,0.82,8,739.42
478,1991-10-01,1991,0.339,1.28,10,358.9225
478,1994-05-01,1994,0.748,0.89,5,812.306666666667
478,1994-06-01,1994,0.632,0.83,6,34.77
478,1994-07-01,1994,0.852,1.11,7,563.75
478,1994-10-01,1994,1.073,1.29,10,350.93
478,1995-04-01,1995,-0.024,0.96,4,574.255
478,1995-05-01,1995,-0.035,0.63,5,417.772
478,1995-07-01,1995,0.141,0,7,136.27
478,1996-02-01,1996,0.155,-0.39,2,277.426666666667
478,1996-03-01,1996,0.087,-0.52,3,162.35
478,1996-07-01,1996,-0.33,-0.26,7,98.0175
478,1996-08-01,1996,-0.378,-0.35,8,77.3433333333333
478,1996-10-01,1996,-0.72,-0.28,10,218.12
478,1996-11-01,1996,-0.519,-0.03,11,255.295
478,1997-01-01,1997,0.079,-0.3,1,128.67
478,1997-02-01,1997,0.257,-0.75,2,181.634
478,1997-03-01,1997,0.205,0.42,3,325.357142857143
478,1997-04-01,1997,0.246,0.97,4,490.285
478,1997-05-01,1997,0.243,2.1,5,161.76
478,1997-06-01,1997,0.294,2.11,6,33
478,1997-08-01,1997,0.93,2.48,8,150.56
478,1997-09-01,1997,1.152,2.27,9,245.84
478,1997-10-01,1997,1.249,2.15,10,227.976
478,1997-11-01,1997,1.537,1.92,11,318.9
478,1998-01-01,1998,0.696,2.73,1,153.506
478,1998-02-01,1998,0.605,2.61,2,135.335
478,1998-04-01,1998,0.249,1.55,4,105
478,1998-07-01,1998,-0.062,-1.5,7,178.2
478,1998-09-01,1998,-0.09,-1.23,9,35.6
478,1998-10-01,1998,-0.346,-1.28,10,356.466666666667
478,1998-11-01,1998,-0.372,-1.28,11,37.6
478,1998-12-01,1998,-0.101,-1.52,12,500.8
478,1999-01-01,1999,0.062,-1.7,1,80
478,1999-02-01,1999,0.155,-1.22,2,237.35
478,1999-03-01,1999,0.276,-1.04,3,178.453333333333
478,1999-04-01,1999,0.195,-1.22,4,207.525
478,1999-05-01,1999,0.034,-0.64,5,133.83
478,1999-06-01,1999,0.073,-0.82,6,317.143333333333
478,1999-07-01,1999,0.419,-0.78,7,77.86
478,1999-08-01,1999,0.317,-0.95,8,350.8625
478,1999-10-01,1999,0.192,-1.03,10,211.2
478,1999-11-01,1999,0.16,-1.3,11,394.9
478,1999-12-01,1999,0.084,-1.49,12,554.623333333333
478,2000-01-01,2000,0.062,-1.26,1,246.647142857143
478,2000-02-01,2000,0.176,-1.75,2,111.053333333333
478,2000-03-01,2000,0.31,-1.2,3,454.38
478,2000-04-01,2000,0.345,-1.01,4,371.653333333333
478,2000-05-01,2000,0.332,-0.58,5,139.305
478,2000-06-01,2000,0.192,-0.27,6,163.7775
478,2000-07-01,2000,0.392,-0.07,7,80.37
478,2000-08-01,2000,0.436,-0.44,8,208.83
478,2000-09-01,2000,0.302,-0.72,9,655.2
478,2000-10-01,2000,0.237,-0.9,10,178.913333333333
478,2000-11-01,2000,-0.032,-1.4,11,252.482
478,2000-12-01,2000,-0.014,-0.78,12,339.86
478,2001-01-01,2001,-0.245,-0.87,1,339.388
478,2001-02-01,2001,0.165,-1.15,2,162.155
478,2001-03-01,2001,0.15,-0.46,3,296.748
478,2001-04-01,2001,0.334,-0.09,4,296.50125
478,2001-05-01,2001,0.353,0.36,5,896.673333333333
478,2001-06-01,2001,0.337,0.13,6,57.84
478,2001-07-01,2001,0.173,0.44,7,69.17
478,2001-08-01,2001,0.001,0.51,8,49.985
478,2001-09-01,2001,0.165,-0.08,9,327.37
478,2001-10-01,2001,-0.065,0.14,10,296.775
478,2001-11-01,2001,0.03,-0.4,11,182.003333333333
478,2001-12-01,2001,0.174,0.41,12,215.7975
478,2002-01-01,2002,0.04,-0.15,1,84.5
478,2002-02-01,2002,0.089,-0.33,2,298.653333333333
478,2002-03-01,2002,0.173,0.44,3,218.28
478,2002-04-01,2002,-0.156,0.4,4,392.358333333333
478,2002-05-01,2002,-0.112,1.06,5,172.921428571429
478,2002-06-01,2002,0.022,0.99,6,264.8875
478,2002-08-01,2002,0.086,1.45,8,115.72
478,2002-09-01,2002,0.674,1.21,9,194.746666666667
478,2002-10-01,2002,0.778,1.15,10,471.22
478,2002-11-01,2002,0.362,1.2,11,502.2
478,2002-12-01,2002,0.068,1.48,12,219.8
478,2003-01-01,2003,-0.063,0.85,1,242.52
478,2003-03-01,2003,0.12,0.83,3,149.266666666667
478,2003-04-01,2003,0.095,0.3,4,151.3
478,2003-05-01,2003,0.053,0.08,5,150.9
478,2003-06-01,2003,0.346,0.32,6,254.07
478,2003-07-01,2003,0.438,0.23,7,940.74
478,2003-08-01,2003,0.403,0.17,8,633.613333333333
478,2003-09-01,2003,0.329,0.31,9,397.963333333333
478,2003-10-01,2003,0.139,0.44,10,260.263333333333
478,2003-11-01,2003,0.108,0.46,11,393.3025
478,2003-12-01,2003,0.41,-0.28,12,178.103333333333
478,2004-01-01,2004,0.225,0.88,1,336.816666666667
478,2004-02-01,2004,0.296,-0.48,2,125.635
478,2004-03-01,2004,0.249,0,3,362.685
478,2004-04-01,2004,0.116,0.65,4,243.49
478,2004-05-01,2004,-0.345,-0.12,5,477.655
478,2004-06-01,2004,-0.179,0.61,6,540.436666666667
478,2004-07-01,2004,0.009,0.89,7,1191.4
478,2004-09-01,2004,0.283,0.82,9,48.97
478,2004-10-01,2004,0.375,0.56,10,140
478,2004-11-01,2004,0.108,0.85,11,610.78
478,2004-12-01,2004,0.093,0.95,12,255.156666666667
478,2005-01-01,2005,0.054,0.2,1,126.096666666667
478,2005-02-01,2005,-0.374,2.23,2,255.2675
478,2005-03-01,2005,-0.268,0.33,3,142.853333333333
478,2005-04-01,2005,0.278,0.72,4,226.56
478,2005-05-01,2005,0.183,1.08,5,147.6425
478,2005-06-01,2005,0.032,0.39,6,119.3825
478,2005-07-01,2005,-0.071,0.35,7,304.005
478,2005-08-01,2005,-0.045,0.4,8,40.54
478,2005-11-01,2005,0,0.04,11,288.662
478,2005-12-01,2005,-0.065,-0.2,12,200.96
478,2007-07-01,2007,0.36,0.06,7,192.72
478,2008-11-01,2008,0.148,-0.89,11,16.6666666666667
478,2008-12-01,2008,0.176,-1.07,12,92
478,2009-06-01,2009,0.305,0.64,6,48
478,2009-10-01,2009,0.364,1.83,10,93.4
478,2011-01-01,2011,0.373,-2.46,1,511.43
478,2012-01-01,2012,0.227,-1.3,1,116.53
478,2012-02-01,2012,0.103,-0.84,2,438.53
478,2012-11-01,2012,0.169,0.03,11,48.3333333333333
478,2013-01-01,2013,0.118,-0.13,1,64.15
478,2013-04-01,2013,-0.102,-0.13,4,514.836666666667
478,2014-02-01,2014,0.094,-0.37,2,183.707142857143
478,2015-04-01,2015,0.187,0.83,4,210.545714285714
478,2016-05-01,2016,0.106,0.07,5,43.9
153,2009-11-01,2009,0.192,1.51,11,150
348,2011-05-01,2011,0.126,-0.53,5,208.8
302,2005-03-01,2005,-0.268,0.33,3,49.39
302,2006-02-01,2006,-0.117,-0.31,2,50.065
302,2006-06-01,2006,0.148,0.48,6,60.815
302,2006-07-01,2006,0.346,0.64,7,39.89
302,2012-04-01,2012,-0.064,-0.08,4,112
302,2012-10-01,2012,0.493,-0.05,10,55.6666666666667
406,1993-05-01,1993,0.188,1.2,5,58.88
137,2016-01-01,2016,0.438,2.96,1,40.4285714285714
160,2011-03-01,2011,0.538,-2.34,3,89.2
160,2012-01-01,2012,0.227,-1.3,1,38.5714285714286
160,2012-02-01,2012,0.103,-0.84,2,30.625
160,2012-03-01,2012,0.196,-0.85,3,34.6
160,2015-12-01,2015,0.492,1.91,12,24
160,2016-02-01,2016,0.069,3.05,2,37.5
160,2016-03-01,2016,0.161,1.23,3,92.0125
156,1997-07-01,1997,0.757,1.89,7,267.206
156,1998-08-01,1998,-0.263,-1.44,8,140.16
156,2001-01-01,2001,-0.245,-0.87,1,596.935
156,2001-07-01,2001,0.173,0.44,7,352.733333333333
156,2004-01-01,2004,0.225,0.88,1,287.166666666667
156,2004-04-01,2004,0.116,0.65,4,97.5
156,2004-05-01,2004,-0.345,-0.12,5,489
156,2004-07-01,2004,0.009,0.89,7,211.5
156,2004-10-01,2004,0.375,0.56,10,210
156,2004-11-01,2004,0.108,0.85,11,187.611111111111
156,2005-01-01,2005,0.054,0.2,1,237.833333333333
156,2005-02-01,2005,-0.374,2.23,2,300.125
156,2005-03-01,2005,-0.268,0.33,3,350.833333333333
156,2005-04-01,2005,0.278,0.72,4,320.083333333333
156,2005-05-01,2005,0.183,1.08,5,224.133333333333
156,2005-07-01,2005,-0.071,0.35,7,196.2875
332,1990-02-01,1990,-0.108,1.12,2,118.623333333333
332,2001-08-01,2001,0.001,0.51,8,136.6275
332,2002-01-01,2002,0.04,-0.15,1,240.09
332,2002-04-01,2002,-0.156,0.4,4,466.885
332,2002-05-01,2002,-0.112,1.06,5,780.32
332,2002-07-01,2002,0.051,1.12,7,189.8075
332,2002-08-01,2002,0.086,1.45,8,297.513333333333
332,2003-10-01,2003,0.139,0.44,10,141.30375
332,2004-02-01,2004,0.296,-0.48,2,80.1666666666667
332,2004-10-01,2004,0.375,0.56,10,54.75
332,2005-02-01,2005,-0.374,2.23,2,116.5
332,2005-03-01,2005,-0.268,0.33,3,113.7
332,2005-04-01,2005,0.278,0.72,4,179.45
332,2005-09-01,2005,-0.142,-0.14,9,121.25
332,2006-02-01,2006,-0.117,-0.31,2,166.25
332,2006-03-01,2006,-0.06,-1,3,304.44
332,2006-04-01,2006,0.181,-0.39,4,85.36
332,2006-05-01,2006,0.005,0.63,5,108
332,2006-10-01,2006,0.948,1.26,10,401.9575
332,2007-11-01,2007,0.25,-1.23,11,145.95
332,2008-01-01,2008,0.303,-1.75,1,192.9675
332,2008-02-01,2008,0.115,-2.52,2,123.666666666667
332,2009-03-01,2009,0.264,-0.3,3,105.75
332,2009-05-01,2009,0.471,0.68,5,50.1666666666667
332,2009-09-01,2009,0.282,0.35,9,68.75
332,2009-10-01,2009,0.364,1.83,10,147.8
332,2010-01-01,2010,0.473,1.62,1,73
332,2010-02-01,2010,0.211,1.94,2,118.5
332,2010-05-01,2010,0.183,-0.76,5,244.25
332,2010-10-01,2010,-0.053,-2.35,10,45.5
332,2010-12-01,2010,0.024,-2.99,12,45.7142857142857
332,2011-02-01,2011,0.421,-3.07,2,207.333333333333
332,2011-03-01,2011,0.538,-2.34,3,234.8
332,2011-04-01,2011,0.352,-1.69,4,520.666666666667
332,2011-05-01,2011,0.126,-0.53,5,71.9166666666667
332,2011-08-01,2011,0.646,-0.77,8,21.5
332,2011-09-01,2011,0.589,-1.2,9,161.666666666667
332,2011-11-01,2011,0.601,-1.4,11,222.25
332,2012-04-01,2012,-0.064,-0.08,4,544
332,2012-05-01,2012,-0.122,0.06,5,254.666666666667
332,2012-07-01,2012,0.856,0.62,7,214.5
332,2012-09-01,2012,0.842,0.24,9,29.2
332,2012-11-01,2012,0.169,0.03,11,162.875
332,2012-12-01,2012,0.49,0.46,12,82.25
332,2013-02-01,2013,0.375,-0.04,2,166.4
332,2013-04-01,2013,-0.102,-0.13,4,137.883333333333
332,2013-06-01,2013,-0.291,-0.78,6,51.8333333333333
332,2013-07-01,2013,0.122,-0.7,7,83.75
332,2013-08-01,2013,0.1,-0.32,8,43
332,2013-09-01,2013,0.085,-0.18,9,164.833333333333
332,2013-10-01,2013,0.222,-0.14,10,13.5
332,2013-11-01,2013,0.462,-0.54,11,28.25
332,2013-12-01,2013,0.371,-0.01,12,190.875
332,2014-01-01,2014,0.089,-1.26,1,156.5
332,2014-03-01,2014,0.014,0.54,3,249.666666666667
332,2014-05-01,2014,0.121,0.09,5,106.333333333333
332,2014-07-01,2014,-0.05,0.42,7,82.8
332,2014-09-01,2014,0.246,0.97,9,170.712
332,2014-11-01,2014,0.276,1.24,11,245.9
332,2015-01-01,2015,0.076,0.94,1,150.2
332,2015-02-01,2015,-0.163,0.14,2,202
332,2015-04-01,2015,0.187,0.83,4,149.4
332,2015-08-01,2015,0.859,2.6,8,64.2
332,2015-10-01,2015,0.861,2.77,10,111.5
332,2015-11-01,2015,0.602,1.99,11,294
332,2016-01-01,2016,0.438,2.96,1,113
332,2016-03-01,2016,0.161,1.23,3,232.333333333333
332,2016-04-01,2016,0.341,1.78,4,83.5333333333333
332,2016-05-01,2016,0.106,0.07,5,110.2
332,2016-08-01,2016,-0.142,-0.93,8,100.75
332,2016-09-01,2016,-0.046,-1.25,9,86.4285714285714
332,2016-11-01,2016,-0.089,-0.14,11,153.25
78,1990-01-01,1990,0.076,0.15,1,135.8425
78,1990-02-01,1990,-0.108,1.12,2,726.29
